Klinikname,Gesamtzufriedenheit,Erfahrungsbericht
MediClin Seepark Klinik,4,"Als ich in der Klinik ankam  war leider ein erster großer Schock da. Die Patientenzimmer (Gott sei Dank Einzel!) sind ziemlich alt, abgenutzt und zum Teil abgekratzt und verschlissen. Aber man muss sich vor die Augen halten, dass dies kein Wellnessurlaub oder so ist. Man soll die Zeit nutzen, um an sich und seinen Problemen zu arbeiten.  Ein sehr großer Lichtblick waren die therapeutischen Einzel- sowie Gruppensitzungen, nachdem man sich durch den anfänglichen Papierwust gearbeitet hatte. Ein großes Lob an Frau D.! Gerade ihre Hilfe war mein Highlight während der Rehamaßnahme.  Die Ärzte und Therapeuten sind generell sehr hilfsbereit. Man muss nur den Mund aufmachen und sich bemerkbar machen. Gerade was die Therapiepläne betrifft. Dort ist niemand böse, wenn man mal später oder gar nicht kommt, weil man sein Gedankenfutter erstmal verarbeiten muss oder der Plan einfach viel zu voll gestopft ist. Man sollte nur einem Mitpatient o. Ä. Bescheid sagen. Super schön ist ebenfalls wie die Klinik gelegen ist. Der See, wo man automatisch hinstolpert wenn man den Ausgang verlässt, strahlt viel Ruhe und Auszeit aus.  Was mich ziemlich gestört hat, waren die Wucherpreise für Waschmaschine, Internet und TV. 2€ pro Wasch- oder Trockengang. 35€ pro 28 Tage Fernsehen. 3€ für eine Tagesflat Internet, die man allerdings nur unten direkt an der Rezeption bzw. der Cafeteria nutzen kann. Anderswo gibt es kein Empfang.  Es geht ja gar nicht darum diese Dinge exzessiv zu nutzen. Aber gänzlich von den Informationen von außen abgeschnitten zu sein ist vielleicht auch nicht jedermanns Sache.  Nichtsdestotrotz möchte ich meine 5 Wochen nicht missen und kann diese Klinik guten Gewissens weiterempfehlen. Wenn man sich auf die Therapeuten und Ärzte einlässt dann kann man einiges mitnehmen."
MediClin Seepark Klinik,6,"Ich war vom 28.8. bis 16.10.2018 zur Reha, Bereich Psychosomatik. Das war das beste, was mir passieren konnte. Ziel: Burnout wegen beruflicher Überlastung u.außergewöhnlichen priv. Belastungen abwenden). Habe mich absolut gut betreut gefühlt. Die Atmosphäre in der Klinik ist geprägt von außergewöhnlichem Engagement und unglaublicher Freundlichkeit aller Mitarbeiter. Immer fühlte ich mich mit meinen Problemen ernst genommen und es wurden stets alle Möglichkeiten ausgelotet, um mir bestmöglich zu helfen. Stets offenes Ohr für meine Probleme. Mein Psychotherapeut ebenso wie seine Vertreterin haben mir in Einzel- und Gruppengesprächen unglaublich geholfen und mit mir Wege zur Bewältigung meiner Probleme erarbeitet. Die Therapieangebote sind sehr vielfältig. Von Einzelgesprächs- und Gruppengesprächstherapie, Therapiegruppen, wie z.B. „Soziale Kompetenz“, Trainingsgruppe „Stressbewältigung“, von unterschiedlichsten sportlichen Therapien, wie Wirbelsäulengymnastik im Wasser und in der Sporthalle, Möglichkeiten, seine Fitness durch Ausdauer- oder Krafttraining im super ausgestatteten Fitnessraum zu verbessern, bis hin zu verschiedensten Entspannungstherapien, Musiktherapie - einfach wunderbar, QiGong, progressive Muskelentspannung und und und, wird dem Patienten, der gewillt und bereit ist, die unendlich vielen Angebote der Klinik für sich auszuschöpfen und intensiv zu nutzen, ein „Verwöhnprogramm“ zur Verfügung gestellt, welches im Zusammenwirken mit der wunderbaren Natur der Umgebung von Bad Bodenteich, dem erholsamen Park direkt vor der Klinik und dem guten Essen den Patienten die Möglichkeit bietet, sich voll und ganz auf sich und seine Heilung zu konzentrieren. Ich habe mich nie vorher so auf mich konzentrieren können und in meinen Problemen ernst genommen gefühlt. Ich danke allen Therapeutinnen und Therapeuten, Mitarbeiterinnen und Mitarbeitern der Klinik für Ihr Einfühlungsvermögen und Ihre Kompetenz, Menschen in akuter Überlastungssituation zu helfen. Wer bereit und gewillt ist, sich wirklich helfen zu lassen, muss für die vielen Therapieangebote der Klinik offen sein und sie annehmen. Diesen Patienten kann ich die MediClin Seepark Klinik Bad Bodenteich uneingeschränkt aus vollster Überzeugung empfehlen."
MediClin Seepark Klinik,6,Die Betreuung durch die Therapeuten war sehr gut. Mit dem Esen war ich zufrieden. Die Freizeitangebote waren vielfältig. Die Mölierung der Zimmer ist etwas in die Jahre gekommen.
MediClin Seepark Klinik,6,"Ich war von Mitte September bis Ende Oktober in der Mediclin Seepark Klinik. Zugegeben, es ist nicht Bayern, sondern das platte Niedersachsen, aber für die Physiotherapeuten, über die Rezeptionisten, die Psychotherapeuten (insbesondere Frau K.),die Ärzte,  die Gruppenleiterinnen der sozialen Kompetenz, der Entspannungstherapien, bis hin zum sympathischen Chefarzt, kann ich für meine Zeit dort großen Dank aussprechen!! Es wurde immer gelächelt, sich Zeit genommen und auf alle Sorgen und Nöte des einzelnen eingegangen. Auch wenn einige Therapeuten bulgarische Wurzeln haben, gab es nie Verständigungsschwierigkeiten. Das Essen war gut. Mittags gab es immer drei Gerichte zur Auswahl. Frühstück war okay und auch Abends MUSS mann ja nicht immer Brot essen. Salat wurde ebenfalls angeboten.  Zwar möchte ich in meinem Leben nicht wieder in eine solche Einrichtung gehen müssen; Wenn jedoch, dann gern wieder nach Bad Bodenteich! Vielen Dank von mir auf diesem Wege!"
MediClin Seepark Klinik,4,"Ich war von Ende September bis Anfang November in der Klinik. Als ich von meiner Krankenkasse angerufen wurde ich kann in die Seepark Klinik nach Bad Bodenteich zu erst Wusste ich nicht wo das ist und hatte mir einige Klinikbewertungen angesehn. Da dachte ich mir ne da möchtest du bestimmt nicht hin. Hab mich darauf eingelassen, wurde Positive überrascht die Freundliche Aufnahme durch das Personal hat mich überrascht, die Zimmer waren ok. Die Ärzte waren gut. Was fehlt in der Klinik ist ein Diabetologe der mit Behandelt, ich bin Diabetikerin und muss auch beim Essen darauf achten das ich nicht zu viele KH esse, in den letzten 2 Wochen meines Aufenthalts fiel ihnen auf das ich zu viel Insulin spritzen und haben mein Medikament Metformin höher gesetzt, zu Hause hat mein Diabetologe die Hände zusamen geschlagen und jetzt muss ich neu Eingestellt werden.   Sonst war mein Aufenthalt gut bin Fiter nach Hause gekommen nur die Essatacken habe ich nicht in den Griff bekommen, man hat nichts an die Hand bekommen wie ich  eine Essatacke verhindern kann. da hätte ich mir mehr gewünscht. Im großen und ganzen bin ich mit der Klinik zu frieden, vor allem die Ruhe tat gut.   Ein tolles Lob an die Ergotherapeutin sie ist sehr Einfühlsam und Herr Schwarzer bei Ihnen hat der Sport noch mal zu viel Spaß gemacht."
MediClin Seepark Klinik,6,"Ich war von Ende August bis Mitte Oktober Patientin im Krankenhausbereich/Akutstation mit der Diagnose ""Binge Eating"" und, wenn ich ehrlich bin, mit etwas gemischten Gefühlen angereist. Die Patientenforen haben mich sehr verunsichert. Dort las ich über ""altes, verschlissenes Mobiliar, alles verdreckt"" etc. und dann auch noch Doppelzimmer. Das war für mich der größte Happen und ich dachte mir, zur Not kann ich ja wieder abreisen...  Vom ersten Augenblick war ich sehr angenehm überrascht: der Empfang durch die Mitarbeiterin an der Patientenanmeldung war sehr herzlich, die  Stationsassistentin, die mich am Empfang abholte und schon einiges zum Haus erklärte ebenso, gaben mir das Gefühl, ein wertgeschätzter Gast zu sein und so habe ich mich in jedem Augenblick gefühlt. Die Möbel waren übrigens zeitgemäß modern sowie intakt.  Hochqualifiziertes Personal - ob Arzt, Schwestern, Psycho-, Kunst-, Musik- bis hin zu den Physiotherapeuten, und das alles ""ohne Sprachbarrieren"", danke nochmals für so viel Empathie und gebündelte Fachkompetenz! Wer sich jetzt aber vorstellt, er kommt mit schweren Essstörungen in die Klinik und wird auf ""Diät"" gesetzt und kommt mit einer radikalen Gewichtsabnahme nach Hause, der ist in dieser Klinik falsch. Hier habe ich wieder gelernt, genussvoll, in angemessener Zeit das Richtige zu essen und vor allem, auf mein Sättigungsgefühl zu achten, denn satt war ich vor dem Klinikaufehnthalt eigentlich nie! Alle meine Probleme habe ich mit Essen betäubt - und das fast rund um die Uhr. Das Auseinandersetzen mit den Auslösern der Essstörung ist bisweilen sehr schmerzhaft und erfordert volle Mitarbeit des Patienten. Danke nochmals an die tollen ""Diätis"". Ganz besonders möchte ich mich bei meinem Psychotherapeuten Herrn M. bedanken. Danke, dass ich Sie als Therapeuten haben durfte (Frau F., Depressionsgruppe: Sie sind auch einsame Spitze! ich vermisse Sie ALLE) Danke, dass ich so viel lernen und mitnehmen durfte."
MediClin Seepark Klinik,6,"Eine tolle, nicht zu große Klinik, die Ärzte waren sehr aufmerksam und kompetent. Die einzelnen Therapien waren verständlich und ich fühlte mich zu jeder Zeit wahr- und ernstgenommen. Ich habe die Klinik gestärkt und mit neuen Selbstvertrauen nach 5 Wochen verlassen können. Was ich besonders gut finde ist, dass ein Teil der Bewegungs- und Sporttherapie in Eigenverantwortung durchgeführt werden konnte."
MediClin Seepark Klinik,6,"8 Wochen auf Akut AB. Eine sehr gute Zeit. Man lernt das ""Essen "". Man muss sich darauf einlassen, fällt am Anfang schwer. Ich würde jedem die Klinik weiter empfehlen der an sich arbeiten möchte. Das Konzept ist gut durchdacht, die Therapeuten (ein herzliches Dankeschön an Frau Lingk, ihre Empfehlung zwecks weiterer Diagnose stimmt!!!) gut. Die Diätis verlangen auch viel von einem ab, bringt aber viel."
MediClin Seepark Klinik,6,"... tolles Freizeitangebot von Fitness bis Kreativität, Gemeinschaftsangebote. Jeden Tag gibt es leckeres vielfältiges Mittagessen... großes Lob an die Küche und das immer freundliche Servicepersonal.Die Cafeteria hat für alle Leckermäulchen tgl. wechselnde leckere Angebote zum Kaffee, wie zB.selbstgebackene frische Waffeln!  mit Sauerkirchen usw.und preiswert ist es auch.  Alle Mitarbeiter im Haus von der Reinigung über Therapeuten, Sozialarbeiter Fr. Hi., bis hin zu den Schwestern, Oberarzt sind freundlich, sehr bemüht und haben immer ein offenes Ohr. Eine neue sehr positive Erfahrung  habe ich  im Schreibplatztraining bei Fr. Li.! der Ergotherapie Fr. Paul., soziale Kompetenztraingsgruppe Fr. L., erlebt. Durch die Einzelgespräche mit meiner Bezugstherapeutin Fr.K. ist mir einiges sehr klar geworden ... ich nehme es dankbar mit und werde auch ambulant daran weiterarbeiten. Gern wäre ich etwas länger geblieben, aber jetzt freue ich mich auch wieder etwas auf Daheim,nehme viel  Motivation mit, das Gelernte zu Hause umzusetzen. Vielen, vielen Dank an das ganze Haus!"
MediClin Seepark Klinik,6,"Ich bin mit der Klinik sehr zufrieden. Es wird sehr stark mit der Eigenverantwortlichkeit gearbeitet. Dies ist nicht jedermanns Geschmack. Es sind viele Leute hier die sich ein Rezept oder Pille wünschen und sich schwer tun mitzuarbeiten. Schade. Es werden keine vorgefertigten Verhaltensweisen oder Ernährungsvorschriften aufgezwungen. Man bekommt aber viel an die Hand um sich selbst neu und anders zu entdecken. Okay, das Mobilar ist in die Jahre gekommen aber es ist heil und zweckdienlich. Zur Verpflegung muss ich sagen , man sollte Bedenken, dass man in einer Klinik ist und nicht in einem 4 Stene Hotel. Die Verpflegung ist normal. Wünsche kann man mit den Therapeuten ansprechen. Das Personal ist überwiegend sehr freundlich. Schlecht gelaunte und ungeduldige Menschen gibt es in jeder Belegschaft. Ich kann Jedem der bereit ist an sich zu arbeiten und nicht nur Wunder verlangt, diese Klink nur empfehlen."
MediClin Seepark Klinik,0,"Schlechte Verständigung mit den ausländischen Ärzten, dementsprechend fällt auch der Abschlußbericht aus. Schlechte, abgegriffene Möbel, zu Harte Betten, Essen könnte besser sein, nur eine Physiotherapeutin, dadurch schlechte Karten in drei Wochen eine Behandlung zu bekommen. Teure Caffeetaria, allgemein mangelhafte medizinische Versorgung,  Gutes: Sauna, Hallenbad, Muckibude, Landschaft."
MediClin Seepark Klinik,0,"Erschüttert über die Zustände dieser Klinik.   - Klinik ist vollkommen verdreckt !  - Keine professionellen Ärzte (kamen mir vor, wie Hobbyärzte)  - keine gute Betreuung (Kontrolle ist keine Betreuung)  - Verlegenheitsdiagnosen mit viel zu wenig Kompetenzpersonal   - klischeebehaftet werden Menschen falsch bewertet und eingeschätzt  - Es werden Vorurteile von vermeintlichen Ärzten und Therapeuten abgegeben und man hat keine Chance mehr. Keine Neurtralität der Ärzte und Therapeuten.   - Welche Zustände sind das, wenn man sich zu sechst ein Zimmer teilen muss? Eine Toilette, halloo?   Abendbrot war schlecht, alte Brote und trocken.   ect., ect. ect..............!!!!  Alles in Einem, die Kompetenz der ganzen vermeintlich professionellen Belegschaft lässt zu wünschen übrig. Wenig Empathie und die Menschen werden als Herde statt als Individuum gesehen, denn jeder Mensch ist anders, nicht so in dieser Klinik. Darauf wird einfach nicht eingegangen. Völlig enttäuscht von dieser Klinik würde ich sie niemals weiter empfehlen."
MediClin Seepark Klinik,6,"Ich war für 7 Wochen zur Reha in der mediclin Seepark Klinik Bad Bodenteich. Zuerst war ich skeptisch als ich den Bescheid von der Rentenversicherung Bund bekam. Bad Bodenteich war überhaupt nicht meine erste Wahl. Ich ließ mich allerdings erstmal drauf ein und war sehr angenehm überrascht. Sehr nette Leute lernte ich schon gleich während meiner Ankunft kennen. Künftige Mitpatienten genauso wie Personal während der Aufnahme. Okay die Zimmer sind schon etwas in die Jahre gekommen, aber sie sind okay. Mein grosses Dankeschön geht an meine Therapeutin Imke Jacob,die mir eine große Stütze war. Ein ganz grosses Lob auch an unsere Musik-und auch an die tanztherapeutin. Kurz und gut..ich kann hier fast alle nur loben. Danke also an alle die mich zum lachen und auch mal zum weinen,zum schwitzen und auch zum nachdenken brachten.Herr Schwarzer dank ihrem schwarzen Humor machte auch Sport Spaß. Ich habe mich hier sehr wohl gefühlt.Danke hiermit an alle und viele Grüße an die vollpfostengruppe Katharina,Inga aus bullerbü, Marion, Silvia, Mario und alle liebgewonnenen Leute. Ich habe dort soviel tolles erlebt."
MediClin Seepark Klinik,6,"...sehr freundliches Haus und Mitarbeiter. Die Gegend ist sehr schön, eignet sich gut für Walking und Radfahren. Der Weg zum Seepark ist 100m. Es gibt eine Schwimmhalle, Fitnessraum mit Anleitung, Sauna, Tageszeitungen und viele kreative Angebote für die Freizeit. Die Zimmer sind hell und geräumig... Schreibtisch, 1Lehnstuhl, Nachttisch, Bett mit verstellbaren Lattenrost, Kleiderschrank, Wäscheständer in jedem Zimmer, Kommode... Dusche ebenerdig. Die Reinigungskräfte sind sehr zuvorkommend freundlich und die Zimmer sehr sauber gehalten. Es sind Waschmaschinen und Trockner vorhanden.Man ist schnell im Ortskern/ Bahnhof 1,5 km, wo es Supermärkte, Cafés Apotheke, Restaurants, Friseur, DHL und Haushaltwaren, Spielzeug gibt.  Beim Essen gibt es nichts zu meckern, es sehr vielfältig, schmackhaft und gesund. Es ist meine 4. Reha und wirklich die beste Einrichtung, die ich erlebt habe. Deshalb bekommt sie von mir volle Punktzahl"
MediClin Seepark Klinik,2, 
MediClin Seepark Klinik,6,Die MediClin am Seepark hat mir mein Leben gerettet. Ich fühlte mich das erste Mal in meinem Leben therapiert. Das Personal ist super nett und freundlich. Ich war 17 Wochen auf der Akutstation und ich fühlte mich immer in gut aufgehoben.
MediClin Seepark Klinik,6,"Die Ernährungsberaterinnen nehmen sich im Einzelgespräch Zeit und sind bemüht für jedes Problem eine Lösung zu finden. Frau H., die für uns zuständig war, war an den richtigen Stellen einfühlsam, aber hatte auch die nötige Strenge oder motivierende Worte, um Patienten den Weg zu zeigen, in den man gehen muss, um gesund zu werden. Ihre muntere Art hat die Gruppe sehr aufgelockert. Ein mal pro Woche hat man Lehrküche, in der entweder gemeinsam gekocht wird, man auswärts essen geht, Einkaufs- oder Löffeltraining gemacht wird. Zwei mal in der Woche hat man Kunsttherapie, 2 mal Körperbildtherapie, Ernährungsberatung und Visite am Wiegetag, 3 mal pro Woche Gruppentherapie und ein Einzelgespräch. Wenn man Sport machen möchte, ist auch das möglich, insofern man den Essplan dementsprechend erhöht. Es gibt auch Einzel Kunst-,  Körper- und/oder Musiktherapie. Ich hatte das große Glück, Musiktherapie bei Herr L. zu  bekommen! Ich hätte nicht gedacht, dass es so eine große Wirkung haben kann! Es hat mir sehr gut getan und ich konnte immer viel Kraft daraus gewinnen! Danach ging es mir jedes mal besser und ich bin gestärkt und mit positiver Energie weiter in den Tag gegangen. Herr L. hat eine sehr positive Ausstrahlung, hat sich viel Zeit für mich genommen, seine Worte haben mich bestärkt und mir Zuversicht, Mut und Kraft geschenkt, genauso wie auch die Musik. Ich habe gelernt, dass auch Varianten schön sind und konnte meinen Perfektionismus ablegen und dabei neues entdecken. Die Klangtherapie mit Leiern hat eine enorme Wirkung auf mich gehabt und ich konnte wie oben beschrieben viel Kraft und Stärke daraus gewinnen. Ich bin sehr dankbar für diese wertvolle Erfahrung, denn ich konnte spüren, dass ich Stärken in mir habe, die durch die Musik spürbar wurden. Wenn ich gerade nicht die richtigen Worte hatte und nicht wusste, was los ist, hat mir die Musiktherapie sogar mehr geholfen als ein Einzelgespräch.  Die Klinik liegt direkt an einem See und die Umgebung ist wirklich schön.  Auf der Akutstation gibt es in der Regel Doppelzimmer, für Privatpatienten auch Einzelzimmer. Es gibt ein Patientenforum, bei dem Kritik geäußert werden kann und viele angesprochene Probleme wurden zeitnah verbessert. Leider gibt es für die ganze Klinik nur 3 Waschmaschinen, die auch oft nicht richtig funktionieren.  Ich kann die Klinik auf jeden Fall empfehlen und bin dankbar für all die Unterstützung!"
